id,username,date,text,time,state,split_text,closed,open,cause
1041810872887332870,wectnews,2018-09-17,just in: man charged in fatal wilmington shooting blocks away from back-to-school cookout   ,22:07:22,North Carolina,"['just', 'in:', 'man', 'charged', 'in', 'fatal', 'wilmington', 'shooting', 'blocks', 'away', 'from', 'back-to-school', 'cookout']",block,,
1041331272587653120,wectnews,2018-09-16,brunswick community college closed through next saturday,14:21:37,North Carolina,"['brunswick', 'community', 'college', 'closed', 'through', 'next', 'saturday']",closed,,
1041082912672817153,wectnews,2018-09-15,just in: bladen county schools will close to students and staff on monday sept 17 for the latest school closings »   ,21:54:43,North Carolina,"['just', 'in:', 'bladen', 'county', 'schools', 'will', 'close', 'to', 'students', 'and', 'staff', 'on', 'monday', 'sept', '17', 'for', 'the', 'latest', 'school', 'closings', '»']",closing,,
1041055219155722240,wectnews,2018-09-15,brunswick county deputy okay after rollover crash outside leland   #florenceilm #florence,20:04:40,North Carolina,"['brunswick', 'county', 'deputy', 'okay', 'after', 'rollover', 'crash', 'outside', 'leland', '#florenceilm', '#florence']",crash,,crash
1041009267472584704,wectnews,2018-09-15,just in: cape fear community college will remain closed at all campus locations until further notice all events at all cfcc campuses as well as athletic events and practices have been canceled @cfcc,17:02:05,North Carolina,"['just', 'in:', 'cape', 'fear', 'community', 'college', 'will', 'remain', 'closed', 'at', 'all', 'campus', 'locations', 'until', 'further', 'notice', 'all', 'events', 'at', 'all', 'cfcc', 'campuses', 'as', 'well', 'as', 'athletic', 'events', 'and', 'practices', 'have', 'been', 'canceled', '@cfcc']",closed,,event
1041002450419949568,wectnews,2018-09-15,just in: brunswick county schools will be closed all next week,16:34:59,North Carolina,"['just', 'in:', 'brunswick', 'county', 'schools', 'will', 'be', 'closed', 'all', 'next', 'week']",closed,,
1040996944762560512,wectnews,2018-09-15,two cars are left submerged on new centre drive please avoid the area,16:13:07,North Carolina,"['two', 'cars', 'are', 'left', 'submerged', 'on', 'new', 'centre', 'drive', 'please', 'avoid', 'the', 'area']",avoid,,
1040971990725734400,wectnews,2018-09-15,update from #bladen county: bladen lakes shelter will be closing effective immediately and moving to the elizabethtown middle school shelter located at 1496 us-701 elizabethtown nc 28337 #florenceilm,14:33:57,North Carolina,"['update', 'from', '#bladen', 'county:', 'bladen', 'lakes', 'shelter', 'will', 'be', 'closing', 'effective', 'immediately', 'and', 'moving', 'to', 'the', 'elizabethtown', 'middle', 'school', 'shelter', 'located', 'at', '1496', 'us-701', 'elizabethtown', 'nc', '28337', '#florenceilm']",closing,,
1040842518252933120,wectnews,2018-09-15,road closures in new hanover county   ,05:59:28,North Carolina,"['road', 'closures', 'in', 'new', 'hanover', 'county']",closure,,
1040677601797447682,wectnews,2018-09-14,just in: wilmington police confirm a mother and her child were killed after a tree crashed into their home on mercer avenue this morning   officials confirm that at least three people have died in southeastern nc due to #hurricaneflorence,19:04:09,North Carolina,"['just', 'in:', 'wilmington', 'police', 'confirm', 'a', 'mother', 'and', 'her', 'child', 'were', 'killed', 'after', 'a', 'tree', 'crashed', 'into', 'their', 'home', 'on', 'mercer', 'avenue', 'this', 'morning', 'officials', 'confirm', 'that', 'at', 'least', 'three', 'people', 'have', 'died', 'in', 'southeastern', 'nc', 'due', 'to', '#hurricaneflorence']",crash,,tree
1040429220235759616,wectnews,2018-09-14,just in: due to weather conditions carolina beach officials have closed snows cut bridge effective at 10:30 pm #hurricaneflorence,02:37:11,North Carolina,"['just', 'in:', 'due', 'to', 'weather', 'conditions', 'carolina', 'beach', 'officials', 'have', 'closed', 'snows', 'cut', 'bridge', 'effective', 'at', '10:30', 'pm', '#hurricaneflorence']",closed,,weather
1042010698698686465,WilmingtonPD,2018-09-18,for a complete list of road closures visit:  …,11:21:24,North Carolina,"['for', 'a', 'complete', 'list', 'of', 'road', 'closures', 'visit:', '…']",closure,,
1042010424630226944,WilmingtonPD,2018-09-18,all of the rain and flooding has created hazardous conditions for our roads sink holes are beginning to form in some locations if you see a road block barrier do not move it do not go around the barrier these are in place for your safety don’t risk it find another route!,11:20:19,North Carolina,"['all', 'of', 'the', 'rain', 'and', 'flooding', 'has', 'created', 'hazardous', 'conditions', 'for', 'our', 'roads', 'sink', 'holes', 'are', 'beginning', 'to', 'form', 'in', 'some', 'locations', 'if', 'you', 'see', 'a', 'road', 'block', 'barrier', 'do', 'not', 'move', 'it', 'do', 'not', 'go', 'around', 'the', 'barrier', 'these', 'are', 'in', 'place', 'for', 'your', 'safety', 'don’t', 'risk', 'it', 'find', 'another', 'route!']",block,,flood
1041805172861816837,WilmingtonPD,2018-09-17,detectives arrested williams monday afternoon in the 1600 block of moore plaza he is charged with first degree murder police responded to the 1300 block of greenfield street around 5:30 pm on aug 16 in reference to shots fired,21:44:43,North Carolina,"['detectives', 'arrested', 'williams', 'monday', 'afternoon', 'in', 'the', '1600', 'block', 'of', 'moore', 'plaza', 'he', 'is', 'charged', 'with', 'first', 'degree', 'murder', 'police', 'responded', 'to', 'the', '1300', 'block', 'of', 'greenfield', 'street', 'around', '5:30', 'pm', 'on', 'aug', '16', 'in', 'reference', 'to', 'shots', 'fired']",block,,tree
1041782860045271041,WilmingtonPD,2018-09-17,the past few days have seemed like years and we know we’re not the only ones who feel like that since last week the city of wilmington nc has been ravaged parts of our city are underwater parts are without power and some parts are inaccessible,20:16:03,North Carolina,"['the', 'past', 'few', 'days', 'have', 'seemed', 'like', 'years', 'and', 'we', 'know', 'we’re', 'not', 'the', 'only', 'ones', 'who', 'feel', 'like', 'that', 'since', 'last', 'week', 'the', 'city', 'of', 'wilmington', 'nc', 'has', 'been', 'ravaged', 'parts', 'of', 'our', 'city', 'are', 'underwater', 'parts', 'are', 'without', 'power', 'and', 'some', 'parts', 'are', 'inaccessible']",inaccessible,,
1041729470435139584,WilmingtonPD,2018-09-17,scam alert: wpd will never demand you pay them money especially via western union or gift cards to avoid being arrested we will also never solicit money through social media please call 9103433600 if you receive a message like this,16:43:54,North Carolina,"['scam', 'alert:', 'wpd', 'will', 'never', 'demand', 'you', 'pay', 'them', 'money', 'especially', 'via', 'western', 'union', 'or', 'gift', 'cards', 'to', 'avoid', 'being', 'arrested', 'we', 'will', 'also', 'never', 'solicit', 'money', 'through', 'social', 'media', 'please', 'call', '9103433600', 'if', 'you', 'receive', 'a', 'message', 'like', 'this']",avoid,,
1041051014156230658,WilmingtonPD,2018-09-15,nearly 200 roads are closed throughout @newhanoverco keep an eye on   for an updated list,19:47:58,North Carolina,"['nearly', '200', 'roads', 'are', 'closed', 'throughout', '@newhanoverco', 'keep', 'an', 'eye', 'on', 'for', 'an', 'updated', 'list']",closed,,
1041032096318476288,WilmingtonPD,2018-09-15,the 911 center continues to receive a high volume of calls continue calling for life threatening emergencies for non-life threatening emergencies and other information call 910-798-6800 call 341-7852 to report trees or tree limbs blocking roadways call 341-4646 for flooding,18:32:47,North Carolina,"['the', '911', 'center', 'continues', 'to', 'receive', 'a', 'high', 'volume', 'of', 'calls', 'continue', 'calling', 'for', 'life', 'threatening', 'emergencies', 'for', 'non-life', 'threatening', 'emergencies', 'and', 'other', 'information', 'call', '910-798-6800', 'call', '341-7852', 'to', 'report', 'trees', 'or', 'tree', 'limbs', 'blocking', 'roadways', 'call', '341-4646', 'for', 'flooding']",block,,tree
1040837101472894976,WilmingtonPD,2018-09-15,our officers are working hard in these rough conditions to keep our city safe please stay off the road to help make their jobs just a little easier  …,05:37:57,North Carolina,"['our', 'officers', 'are', 'working', 'hard', 'in', 'these', 'rough', 'conditions', 'to', 'keep', 'our', 'city', 'safe', 'please', 'stay', 'off', 'the', 'road', 'to', 'help', 'make', 'their', 'jobs', 'just', 'a', 'little', 'easier', '…']",stay off,,
1040310527015178240,WilmingtonPD,2018-09-13,lights will go out and power lines will go down homes will be damaged and roads will be closed florence will likely have catastrophic impacts on our community but we will be there,18:45:32,North Carolina,"['lights', 'will', 'go', 'out', 'and', 'power', 'lines', 'will', 'go', 'down', 'homes', 'will', 'be', 'damaged', 'and', 'roads', 'will', 'be', 'closed', 'florence', 'will', 'likely', 'have', 'catastrophic', 'impacts', 'on', 'our', 'community', 'but', 'we', 'will', 'be', 'there']",closed,,damage
1040959577599172608,WECTtraffic,2018-09-15,i-40 closed details below  …,13:44:38,North Carolina,"['i-40', 'closed', 'details', 'below', '…']",closed,,
1040537402111078405,WECTtraffic,2018-09-14,low lying traffic lightpower line at the intersection of s college and lake ave power is out in that area so you can’t see it please stay off the roads #wecttraffic #ilmtraffic @wectnews,09:47:03,North Carolina,"['low', 'lying', 'traffic', 'lightpower', 'line', 'at', 'the', 'intersection', 'of', 's', 'college', 'and', 'lake', 'ave', 'power', 'is', 'out', 'in', 'that', 'area', 'so', 'you', 'can’t', 'see', 'it', 'please', 'stay', 'off', 'the', 'roads', '#wecttraffic', '#ilmtraffic', '@wectnews']",stay off,,
1040458011532308485,WECTtraffic,2018-09-14,the rain is coming down please stay off the roads as #florenceilm gets closer @wectnews,04:31:35,North Carolina,"['the', 'rain', 'is', 'coming', 'down', 'please', 'stay', 'off', 'the', 'roads', 'as', '#florenceilm', 'gets', 'closer', '@wectnews']",stay off,,
1043221212342747137,WilmNCtraffic,2018-09-21,s front st will remain closed for the next several days between greenfield st and burnett blvd until after the river has crested and high tide water levels have dropped low enough to keep from flooding the roadway,19:31:33,North Carolina,"['s', 'front', 'st', 'will', 'remain', 'closed', 'for', 'the', 'next', 'several', 'days', 'between', 'greenfield', 'st', 'and', 'burnett', 'blvd', 'until', 'after', 'the', 'river', 'has', 'crested', 'and', 'high', 'tide', 'water', 'levels', 'have', 'dropped', 'low', 'enough', 'to', 'keep', 'from', 'flooding', 'the', 'roadway']",closed,,flood
1043105700464001024,wraltraffic,2018-09-21,7:52a: crash blocking rt ln of outbound capital just past 540 #raleigh #wral,11:52:33,North Carolina,"['7:52a:', 'crash', 'blocking', 'rt', 'ln', 'of', 'outbound', 'capital', 'just', 'past', '540', '#raleigh', '#wral']",crash,,crash
1043100033061675008,wraltraffic,2018-09-21,7:22a: ok heres the latest from @ncdot on 95: - nash: 95 sb closed from us-64 to sandy cross rd - harnettcumberland: both dirs closed btwn i-40 and nc-82 - cumberlandrobeson: closed btwn 95-bus and i-74,11:30:02,North Carolina,"['7:22a:', 'ok', 'heres', 'the', 'latest', 'from', '@ncdot', 'on', '95:', '-', 'nash:', '95', 'sb', 'closed', 'from', 'us-64', 'to', 'sandy', 'cross', 'rd', '-', 'harnettcumberland:', 'both', 'dirs', 'closed', 'btwn', 'i-40', 'and', 'nc-82', '-', 'cumberlandrobeson:', 'closed', 'btwn', '95-bus', 'and', 'i-74']",closed,,
1043094293496262657,wraltraffic,2018-09-21,best advice: check   for the latest updates on closures any suggestion i could offer might change by the time you get there,11:07:13,North Carolina,"['best', 'advice:', 'check', 'for', 'the', 'latest', 'updates', 'on', 'closures', 'any', 'suggestion', 'i', 'could', 'offer', 'might', 'change', 'by', 'the', 'time', 'you', 'get', 'there']",closure,,
1042808277195743233,wraltraffic,2018-09-20,check   for the latest road closures,16:10:42,North Carolina,"['check', 'for', 'the', 'latest', 'road', 'closures']",closure,,
1042444597836898304,wraltraffic,2018-09-19,from sky 5 in goldsboro  117 is closed at 795 #wral #ncwx #florence,16:05:34,North Carolina,"['from', 'sky', '5', 'in', 'goldsboro', '117', 'is', 'closed', 'at', '795', '#wral', '#ncwx', '#florence']",closed,,
1042402323111260160,wraltraffic,2018-09-19,might be the most reliable hesitant to say theres a more direct route because by the time you get there it might be closed im finding that waze users seem to be on top of it pretty well might be worth a check your results may vary!,13:17:35,North Carolina,"['might', 'be', 'the', 'most', 'reliable', 'hesitant', 'to', 'say', 'theres', 'a', 'more', 'direct', 'route', 'because', 'by', 'the', 'time', 'you', 'get', 'there', 'it', 'might', 'be', 'closed', 'im', 'finding', 'that', 'waze', 'users', 'seem', 'to', 'be', 'on', 'top', 'of', 'it', 'pretty', 'well', 'might', 'be', 'worth', 'a', 'check', 'your', 'results', 'may', 'vary!']",closed,,
1042385149818744832,wraltraffic,2018-09-19,8:08a: crash blocking 2 left lns of 87 sb at wendell falls use 64-bus as alt rt sorry this one is late youd have known about it first if you were watching me on @wral news on fox 50  #raleigh,12:09:20,North Carolina,"['8:08a:', 'crash', 'blocking', '2', 'left', 'lns', 'of', '87', 'sb', 'at', 'wendell', 'falls', 'use', '64-bus', 'as', 'alt', 'rt', 'sorry', 'this', 'one', 'is', 'late', 'youd', 'have', 'known', 'about', 'it', 'first', 'if', 'you', 'were', 'watching', 'me', 'on', '@wral', 'news', 'on', 'fox', '50', '#raleigh']",crash,,crash
1042381956061843456,wraltraffic,2018-09-19,2 of 3 lanes closed on wb us-64 near knightdale eagle rock road #wral  …,11:56:39,North Carolina,"['2', 'of', '3', 'lanes', 'closed', 'on', 'wb', 'us-64', 'near', 'knightdale', 'eagle', 'rock', 'road', '#wral', '…']",closed,,
1042373346455896064,wraltraffic,2018-09-19,ncdot is asking people to avoid traveling to the hardest-hit areas few passable routes and they need to keep those as clear as possible to keep emergency crews supplies flowing  …,11:22:26,North Carolina,"['ncdot', 'is', 'asking', 'people', 'to', 'avoid', 'traveling', 'to', 'the', 'hardest-hit', 'areas', 'few', 'passable', 'routes', 'and', 'they', 'need', 'to', 'keep', 'those', 'as', 'clear', 'as', 'possible', 'to', 'keep', 'emergency', 'crews', 'supplies', 'flowing', '…']",avoid,,
1042371831339069440,wraltraffic,2018-09-19,best advice: check    the ncdot is updating that site with the latest closure information for roads throughout the state @canezgal @dsp_nc  …,11:16:25,North Carolina,"['best', 'advice:', 'check', 'the', 'ncdot', 'is', 'updating', 'that', 'site', 'with', 'the', 'latest', 'closure', 'information', 'for', 'roads', 'throughout', 'the', 'state', '@canezgal', '@dsp_nc', '…']",closure,,
1042323610512379904,wraltraffic,2018-09-19,4a update: @ncdot says to avoid travel s of us-264 e of i-7374 same sections of 95 40 closed no public routes to wilmington few passable roads in hardest-hit areas stay off rds to allow emergency traffic #wral #raleigh #ncwx #florence,08:04:48,North Carolina,"['4a', 'update:', '@ncdot', 'says', 'to', 'avoid', 'travel', 's', 'of', 'us-264', 'e', 'of', 'i-7374', 'same', 'sections', 'of', '95', '40', 'closed', 'no', 'public', 'routes', 'to', 'wilmington', 'few', 'passable', 'roads', 'in', 'hardest-hit', 'areas', 'stay', 'off', 'rds', 'to', 'allow', 'emergency', 'traffic', '#wral', '#raleigh', '#ncwx', '#florence']",avoid,,
1041994533041516546,wraltraffic,2018-09-18,6:15a: some #durham roads closed this am according to ncdot old chapel hill is washed out and @durhampolicenc says infinity at windermere is closed indefinitely #wral,10:17:10,North Carolina,"['6:15a:', 'some', '#durham', 'roads', 'closed', 'this', 'am', 'according', 'to', 'ncdot', 'old', 'chapel', 'hill', 'is', 'washed', 'out', 'and', '@durhampolicenc', 'says', 'infinity', 'at', 'windermere', 'is', 'closed', 'indefinitely', '#wral']",closed,,
1041964447487672320,wraltraffic,2018-09-18,4:15a: ncdot asking you to stay off i-95 south of us-64 its closed between i-40 and nc-82 south of dunn also between nc-87 fayetteville to i-74 lumberton i-40 also still closed from wallace to wilmington #wral #ncwx #florence,08:17:37,North Carolina,"['4:15a:', 'ncdot', 'asking', 'you', 'to', 'stay', 'off', 'i-95', 'south', 'of', 'us-64', 'its', 'closed', 'between', 'i-40', 'and', 'nc-82', 'south', 'of', 'dunn', 'also', 'between', 'nc-87', 'fayetteville', 'to', 'i-74', 'lumberton', 'i-40', 'also', 'still', 'closed', 'from', 'wallace', 'to', 'wilmington', '#wral', '#ncwx', '#florence']",stay off,,
1041720413695430661,wraltraffic,2018-09-17,12:06p: i-95 now closed in both directions from nc-87 in fayetteville to i-74 in lumberton #ncwx #florence #wral,16:07:55,North Carolina,"['12:06p:', 'i-95', 'now', 'closed', 'in', 'both', 'directions', 'from', 'nc-87', 'in', 'fayetteville', 'to', 'i-74', 'in', 'lumberton', '#ncwx', '#florence', '#wral']",closed,,
1041718735277568000,wraltraffic,2018-09-17,12:00p: @ncdot says old chapel hill rd is washed out at garrett closed ufn #wral #durham,16:01:15,North Carolina,"['12:00p:', '@ncdot', 'says', 'old', 'chapel', 'hill', 'rd', 'is', 'washed', 'out', 'at', 'garrett', 'closed', 'ufn', '#wral', '#durham']",closed,,
1041710947524595712,wraltraffic,2018-09-17,11:25a: update from @ncdot 1100 roads closed in nc #wilmington inaccessible by land sections of i-95 i-40 and i-74 are flooded #raleigh #durham #wral #ncwx,15:30:18,North Carolina,"['11:25a:', 'update', 'from', '@ncdot', '1100', 'roads', 'closed', 'in', 'nc', '#wilmington', 'inaccessible', 'by', 'land', 'sections', 'of', 'i-95', 'i-40', 'and', 'i-74', 'are', 'flooded', '#raleigh', '#durham', '#wral', '#ncwx']",closed,,flood
1041692530931314688,wraltraffic,2018-09-17,10:16a: i-74 now closed in both dirs near i-95 in lumberton #wral #ncwx #florence,14:17:07,North Carolina,"['10:16a:', 'i-74', 'now', 'closed', 'in', 'both', 'dirs', 'near', 'i-95', 'in', 'lumberton', '#wral', '#ncwx', '#florence']",closed,,
1041645518735253504,wraltraffic,2018-09-17,7:09a: chapel hill-carrboro schools closed today @chccs,11:10:19,North Carolina,"['7:09a:', 'chapel', 'hill-carrboro', 'schools', 'closed', 'today', '@chccs']",closed,,
1041645086273138689,wraltraffic,2018-09-17,let me add one caveat to that map: not all of those icons are storm-related many are maintenanceconstructionbut floodingtrees are blocking 100s of rds in nc stay home!,11:08:36,North Carolina,"['let', 'me', 'add', 'one', 'caveat', 'to', 'that', 'map:', 'not', 'all', 'of', 'those', 'icons', 'are', 'storm-related', 'many', 'are', 'maintenanceconstructionbut', 'floodingtrees', 'are', 'blocking', '100s', 'of', 'rds', 'in', 'nc', 'stay', 'home!']",maintenance,,storm
1041639084958072833,wraltraffic,2018-09-17,6:44a: deadly crash blocking outbound capital at fenton detouring to atlantic #wral #raleigh,10:44:45,North Carolina,"['6:44a:', 'deadly', 'crash', 'blocking', 'outbound', 'capital', 'at', 'fenton', 'detouring', 'to', 'atlantic', '#wral', '#raleigh']",crash,,crash
1041634047989112832,wraltraffic,2018-09-17,at the momenthearing only about a lane of 64e closed at 55 in apex,10:24:44,North Carolina,"['at', 'the', 'momenthearing', 'only', 'about', 'a', 'lane', 'of', '64e', 'closed', 'at', '55', 'in', 'apex']",closed,,
1041628168380182528,wraltraffic,2018-09-17,6a: right lane of 64e closed near nc-55 in #apex bc of flooding #wral,10:01:22,North Carolina,"['6a:', 'right', 'lane', 'of', '64e', 'closed', 'near', 'nc-55', 'in', '#apex', 'bc', 'of', 'flooding', '#wral']",closed,,flood
1041622623598379008,wraltraffic,2018-09-17,5:39a: crash on capital at fenton just n of downtown #raleigh #wral,09:39:20,North Carolina,"['5:39a:', 'crash', 'on', 'capital', 'at', 'fenton', 'just', 'n', 'of', 'downtown', '#raleigh', '#wral']",crash,,crash
1041619196642242560,wraltraffic,2018-09-17,5:25a: early mon am update from @alamb in wilmington: 214 roadparts of roads closed in new hanover co 79k without power #florence #wral #ncwx,09:25:43,North Carolina,"['5:25a:', 'early', 'mon', 'am', 'update', 'from', '@alamb', 'in', 'wilmington:', '214', 'roadparts', 'of', 'roads', 'closed', 'in', 'new', 'hanover', 'co', '79k', 'without', 'power', '#florence', '#wral', '#ncwx']",closed,,
1041385124330446854,wraltraffic,2018-09-16,1:54p: flooding has now closed nc-210 from i-95 to i-40 according to @ncshp #florence #ncwx #wral,17:55:36,North Carolina,"['1:54p:', 'flooding', 'has', 'now', 'closed', 'nc-210', 'from', 'i-95', 'to', 'i-40', 'according', 'to', '@ncshp', '#florence', '#ncwx', '#wral']",closed,,flood
1041383034711355393,wraltraffic,2018-09-16,1:46p: sky5 over closed i-95 at i-40 near benson closed from rocky mount to south of dunn raw video >>   … #raleigh #wral #ncwx #florence,17:47:18,North Carolina,"['1:46p:', 'sky5', 'over', 'closed', 'i-95', 'at', 'i-40', 'near', 'benson', 'closed', 'from', 'rocky', 'mount', 'to', 'south', 'of', 'dunn', 'raw', 'video', '>>', '…', '#raleigh', '#wral', '#ncwx', '#florence']",closed,,
1041361059221778432,wraltraffic,2018-09-16,12:19p: @ncdot says 171 primary roads more than 600 secondary roads closed across #ncwx -- not just at the coast flooding trees now blocking rds in western nc as well #florence #wral,16:19:58,North Carolina,"['12:19p:', '@ncdot', 'says', '171', 'primary', 'roads', 'more', 'than', '600', 'secondary', 'roads', 'closed', 'across', '#ncwx', '--', 'not', 'just', 'at', 'the', 'coast', 'flooding', 'trees', 'now', 'blocking', 'rds', 'in', 'western', 'nc', 'as', 'well', '#florence', '#wral']",closed,,flood
1041330398511484929,wraltraffic,2018-09-16,10:16a: so many roads closed because of flooding and downed trees across #ncwx not a comprehensive list sampson co has more than 80 roads flooded but not pictured here #wral #florence,14:18:08,North Carolina,"['10:16a:', 'so', 'many', 'roads', 'closed', 'because', 'of', 'flooding', 'and', 'downed', 'trees', 'across', '#ncwx', 'not', 'a', 'comprehensive', 'list', 'sampson', 'co', 'has', 'more', 'than', '80', 'roads', 'flooded', 'but', 'not', 'pictured', 'here', '#wral', '#florence']",closed,,flood
1041293060460736512,wraltraffic,2018-09-16,7:49a: @fayettevillepd say more than a dozen roads are closed in the city #fayettevillenc #wral #ncwx #florence,11:49:46,North Carolina,"['7:49a:', '@fayettevillepd', 'say', 'more', 'than', 'a', 'dozen', 'roads', 'are', 'closed', 'in', 'the', 'city', '#fayettevillenc', '#wral', '#ncwx', '#florence']",closed,,
1041288957756104704,wraltraffic,2018-09-16,7:32a: heres why i-95 is closed around lumberton flooding at nc-211 #wral #ncwx #florence,11:33:28,North Carolina,"['7:32a:', 'heres', 'why', 'i-95', 'is', 'closed', 'around', 'lumberton', 'flooding', 'at', 'nc-211', '#wral', '#ncwx', '#florence']",closed,,flood
1041287545852764160,wraltraffic,2018-09-16,no reports of 501 being closed but conditions are changing quickly in se nc,11:27:51,North Carolina,"['no', 'reports', 'of', '501', 'being', 'closed', 'but', 'conditions', 'are', 'changing', 'quickly', 'in', 'se', 'nc']",closed,,
1041285349253828608,wraltraffic,2018-09-16,large stretch of i-95 remains closed because of flooding from florence #wral  …,11:19:08,North Carolina,"['large', 'stretch', 'of', 'i-95', 'remains', 'closed', 'because', 'of', 'flooding', 'from', 'florence', '#wral', '…']",closed,,flood
1041274116102402048,wraltraffic,2018-09-16,as of 6a sunday: some of the major roads closed between #raleigh and the coast bottom line: dont try to head south and east today #ncwx #florence #wral,10:34:29,North Carolina,"['as', 'of', '6a', 'sunday:', 'some', 'of', 'the', 'major', 'roads', 'closed', 'between', '#raleigh', 'and', 'the', 'coast', 'bottom', 'line:', 'dont', 'try', 'to', 'head', 'south', 'and', 'east', 'today', '#ncwx', '#florence', '#wral']",closed,,
1041255572719497217,wraltraffic,2018-09-16,you should be fine to get to raleigh 95sb is closed at rocky mount,09:20:48,North Carolina,"['you', 'should', 'be', 'fine', 'to', 'get', 'to', 'raleigh', '95sb', 'is', 'closed', 'at', 'rocky', 'mount']",closed,,
